id,street,city,state,zipcode,country,latitude,longitude,is_location_exact
6646843,"Northwest 57th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67082046,-122.3705111,t
1364440,"3rd Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.6637344,-122.3620801,t
1781873,"Northwest 47th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.6675968,-122.3647017,t
4138423,"8th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67053238,-122.3653185,t
5562674,"Northwest 56th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66676677,-122.3688235,t
1789341,"Northwest 59th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67235398,-122.3661749,t
4672934,"Northwest 51st Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66583687,-122.3701323,t
4550099,"Northwest 62nd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67433308,-122.375678,t
1198799,"Northwest 60th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67269174,-122.3735586,t
5308429,"Northwest 65th Street, Seattle, WA 98117, United States",Seattle,WA,98117,United States,47.67529056,-122.3704741,t
2769088,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66899339,-122.3628603,t
7603135,"Northwest 56th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66879475,-122.3616125,t
9374365,"14th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67388232,-122.3746263,t
6106498,"Northwest 52nd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66578734,-122.3619923,t
9331449,"14th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67228263,-122.3731616,t
8799162,"3rd Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66835401,-122.3611388,t
4317390,"8th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66880846,-122.3662618,t
3884851,"Northwest 56th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66832396,-122.3718212,t
3155785,"5th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.6723724,-122.3628417,t
9368517,"Northwest 47th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66388206,-122.3621749,t
5643240,"Northwest 57th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67092865,-122.3667818,t
5042014,"Northwest 60th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67261671,-122.3743927,t
7724630,"5th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67271728,-122.3614171,t
9449437,"14th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67274336,-122.3731945,t
3053237,"Northwest 50th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66454921,-122.3682089,t
8132347,"Northwest 51st Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66658567,-122.3656518,t
63733,"Nw 60th St, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67171434,-122.3658876,t
2039149,"Seattle, WA, United States",Seattle,WA,,United States,47.66686785,-122.3640313,t
227636,"NW 50th St, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66807053,-122.3620862,t
3689119,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67212369,-122.3650094,t
1179538,"14th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67358404,-122.3738143,t
6823781,"Northwest 49th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66337838,-122.3646915,t
2284536,"8th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66934139,-122.3662641,t
5143441,"NW 50th St, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66493716,-122.3616797,f
5749958,"Northwest 56th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66884467,-122.3683793,t
9116815,"Northwest 48th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.6650167,-122.3647071,f
7731836,"Northwest 54th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66893752,-122.3733392,t
10262971,"Northwest 51st Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66597002,-122.3686393,t
1407502,"Northwest 62nd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67431327,-122.3679688,t
8817038,"Northwest 51st Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66520903,-122.3624565,f
4449303,"Northwest 51st Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66444545,-122.370171,t
8255615,"Northwest 53rd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66682168,-122.3629367,t
4053092,"7th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67122243,-122.3636869,t
6886633,"Northwest 48th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66365549,-122.3669411,t
8820414,"Northwest 64th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67548903,-122.3675145,t
3052151,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66688717,-122.3646641,t
2339333,"7th Ave NW, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67357118,-122.3642743,f
1618842,"Northwest 52nd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66524464,-122.3704095,t
888967,"Northwest 60th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67167956,-122.3653898,t
380950,"NW 50th St, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66624017,-122.3609177,t
8097708,"7th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67091242,-122.3655995,t
5671843,"Northwest 60th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67098702,-122.3751406,t
904057,"Northwest 64th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66539135,-122.3660988,t
7161725,"Northwest 64th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67342403,-122.3742328,t
9587410,"Northwest 59th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67155243,-122.3676333,t
9202380,"3rd Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66338811,-122.3613784,t
2238105,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66336498,-122.3624685,t
9545766,"Northwest 57th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67076135,-122.371095,t
2441908,"Northwest 63rd Street, Ballard, Seattle, WA 98107, United States","Ballard, Seattle",WA,98107,United States,47.67591574,-122.3704736,t
9367465,"Northwest 47th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66365131,-122.3620818,t
3031415,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66525243,-122.3619207,t
843812,"Northwest 60th Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67133442,-122.3657976,t
3835995,"6th Avenue Northwest, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.67307821,-122.3641401,t
9732638,"Northwest 52nd Street, Seattle, WA 98107, United States",Seattle,WA,98107,United States,47.66678535,-122.3667514,t
3768745,"Galer St, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63184304,-122.3451235,f
3975434,"Aloha Street, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62812031,-122.3487521,t
5620928,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64359973,-122.3446299,t
7381677,"Ward Street, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62889479,-122.3475714,t
5487934,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63899882,-122.3435739,t
9028447,"8th Ave N, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63950083,-122.3433039,f
757840,"Galer St., Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63152636,-122.3562828,t
8848403,"Aurora Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64017717,-122.3465226,t
7430926,"Aurora Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64290503,-122.346705,t
7021544,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64075557,-122.3428766,t
1323446,"Warren Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63544456,-122.3555166,t
3925573,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64269717,-122.3436911,t
8723086,"Dexter Ave N, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63892301,-122.3428269,f
781474,"Westlake Ave N, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64291211,-122.3446833,t
9812439,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63934586,-122.3431324,t
3401644,"2nd Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63507293,-122.3545941,t
10036903,"Queen Anne Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62857355,-122.3559092,t
5310193,"4th Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63793826,-122.3507256,t
5308875,"6th Ave N, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62930931,-122.3441362,f
5052459,"6th Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.6305064,-122.3450221,t
7228499,"Highland Drive, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.630214,-122.3476151,t
7651653,"Highland Drive, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62954816,-122.3465966,t
1494986,"Taylor Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.6337667,-122.3446154,t
1783382,"Taylor Avenue N, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63444164,-122.3437841,t
7513198,"Taylor Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63211913,-122.3468193,t
8308316,", Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63043465,-122.3501712,t
9694921,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63840684,-122.344077,t
2472850,"Prospect Street, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62900387,-122.3438233,t
5487522,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63935867,-122.3440287,t
4016650,"Birch Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64011972,-122.3445298,t
10229434,"6th Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63815778,-122.3441574,f
3479241,"8th Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63987162,-122.3418345,t
5848400,"4th Avenue N and Garfield St, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63214523,-122.3506487,f
6077760,"Dexter Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63453262,-122.3437901,t
4642956,"Highland Drive, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62994743,-122.351388,t
1167507,"Bigelow Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63192143,-122.3485203,t
6044106,"Aurora Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64154276,-122.3446612,t
1799255,"3rd Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63812903,-122.352374,t
8941768,"Taylor Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63279988,-122.3465579,t
6569950,"Queen Anne Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.63082669,-122.3562298,t
7733192,"Taylor Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.6327564,-122.3469865,t
9215782,"Prospect Street, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.62846484,-122.3465481,t
5175631,"6th Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.64236917,-122.3440864,t
6315614,"Taylor Avenue North, Seattle, WA 98109, United States",Seattle,WA,98109,United States,47.6293877,-122.3459247,t
9134193,"West Crockett Street, Seattle, WA 98119, United States",Seattle,WA,98119,United States,47.63685503,-122.3568735,t
